ScoreJS,TypeJS,ScoreSE,TypeSE,ScoreSOP,TypeSOP,pAverage,mutationNumber,conservation,species,fcm/faa
0.777360938,JS divergence pathogenic,0.735205,Shannon entropy pathogenic,4.014252813,Sum of Pairs pathogenic,,,,,
0.71087,JS divergence pathogenic,0.5120575,Shannon entropy pathogenic,2.4864475,Sum of Pairs pathogenic,,,,,
0.792531026,JS divergence pathogenic,0.85056,Shannon entropy pathogenic,4.413756667,Sum of Pairs pathogenic,,,,,
0.819735714,JS divergence pathogenic,0.887217143,Shannon entropy pathogenic,4.497617143,Sum of Pairs pathogenic,,,,,
0.75124,JS divergence pathogenic,0.59303,Shannon entropy pathogenic,1.51109,Sum of Pairs pathogenic,,,,,
0.77484,JS divergence pathogenic,0.724115,Shannon entropy pathogenic,4.3261725,Sum of Pairs pathogenic,,,,,
0.765155,JS divergence pathogenic,0.8258725,Shannon entropy pathogenic,3.6929875,Sum of Pairs pathogenic,,,,,
0.791315,JS divergence pathogenic,0.764175,Shannon entropy pathogenic,3.782465,Sum of Pairs pathogenic,,,,,
0.72972,JS divergence pathogenic,0.62513,Shannon entropy pathogenic,2.56745,Sum of Pairs pathogenic,,,,,
0.7073115385,JS divergence pathogenic,0.4518669231,Shannon entropy pathogenic,1.4076784615,Sum of Pairs pathogenic,,,,,
0.6100566667,JS divergence pathogenic,0.4057866667,Shannon entropy pathogenic,1.56539,Sum of Pairs pathogenic,,,,,
0.747765,JS divergence pathogenic,0.518585,Shannon entropy pathogenic,2.772895,Sum of Pairs pathogenic,,,,,
0.790248,JS divergence pathogenic,0.865008,Shannon entropy pathogenic,4.382502,Sum of Pairs pathogenic,,,,,
0.7074333333,JS divergence pathogenic,0.5659766667,Shannon entropy pathogenic,2.8075033333,Sum of Pairs pathogenic,,,,,
0.778035,JS divergence pathogenic,0.831315,Shannon entropy pathogenic,5.17988,Sum of Pairs pathogenic,,,,,
0.757544545,JS divergence pathogenic,0.642959091,Shannon entropy pathogenic,2.864345455,Sum of Pairs pathogenic,,,,,
0.761249167,JS divergence pathogenic,0.776880833,Shannon entropy pathogenic,3.971820833,Sum of Pairs pathogenic,,,,,
0.819775,JS divergence pathogenic,0.857755,Shannon entropy pathogenic,4.78755,Sum of Pairs pathogenic,,,,,
0.780416,JS divergence pathogenic,0.77674,Shannon entropy pathogenic,3.521504,Sum of Pairs pathogenic,,,,,
0.810104444,JS divergence pathogenic,0.835098889,Shannon entropy pathogenic,3.908063333,Sum of Pairs pathogenic,,,,,
0.800563333,JS divergence pathogenic,0.659998333,Shannon entropy pathogenic,3.456743333,Sum of Pairs pathogenic,,,,,
0.829505,JS divergence pathogenic,0.926125,Shannon entropy pathogenic,5.178935,Sum of Pairs pathogenic,,,,,
0.7291054545,JS divergence pathogenic,0.63859,Shannon entropy pathogenic,3.9312227273,Sum of Pairs pathogenic,,,,,
0.765051111,JS divergence pathogenic,0.744053889,Shannon entropy pathogenic,3.865142222,Sum of Pairs pathogenic,,,,,
0.763168,JS divergence pathogenic,0.741582,Shannon entropy pathogenic,3.36088,Sum of Pairs pathogenic,,,,,
0.798073333,JS divergence pathogenic,0.759803333,Shannon entropy pathogenic,4.400986667,Sum of Pairs pathogenic,,,,,
4.02278125,JS divergence pathogenic,0.63943125,Shannon entropy pathogenic,4.02278125,Sum of Pairs pathogenic,,,,,
0.794390625,JS divergence pathogenic,0.82873,Shannon entropy pathogenic,4.12102125,Sum of Pairs pathogenic,,,,,
0.771176875,JS divergence pathogenic,0.6071965625,Shannon entropy pathogenic,3.2619253125,Sum of Pairs pathogenic,,,,,
0.8022,JS divergence pathogenic,0.99997,Shannon entropy pathogenic,4.5,Sum of Pairs pathogenic,,,,,
0.7749166667,JS divergence pathogenic,0.7016366667,Shannon entropy pathogenic,3.5087466667,Sum of Pairs pathogenic,,,,,
0.790254444,JS divergence pathogenic,0.820435,Shannon entropy pathogenic,3.8739,Sum of Pairs pathogenic,,,,,
0.80633,JS divergence pathogenic,0.9248,Shannon entropy pathogenic,4.9591,Sum of Pairs pathogenic,,,,,
0.751688,JS divergence pathogenic,0.727814,Shannon entropy pathogenic,3.176166,Sum of Pairs pathogenic,,,,,
0.7539066667,JS divergence pathogenic,0.73769,Shannon entropy pathogenic,3.8293433333,Sum of Pairs pathogenic,,,,,
0.669655,JS divergence pathogenic,0.45939,Shannon entropy pathogenic,2.64855,Sum of Pairs pathogenic,,,,,
0.71914,JS divergence pathogenic,0.55907,Shannon entropy pathogenic,2.66039,Sum of Pairs pathogenic,,,,,
0.7478145161,JS divergence pathogenic,0.6718696774,Shannon entropy pathogenic,2.9145083871,Sum of Pairs pathogenic,,,,,
0.740194615,JS divergence pathogenic,0.738649231,Shannon entropy pathogenic,4.42924,Sum of Pairs pathogenic,,,,,
0.727487143,JS divergence pathogenic,0.644945714,Shannon entropy pathogenic,3.467824286,Sum of Pairs pathogenic,,,,,
0.772318,JS divergence pathogenic,0.616944,Shannon entropy pathogenic,3.147278,Sum of Pairs pathogenic,,,,,
0.7676852,JS divergence pathogenic,0.6477048,Shannon entropy pathogenic,3.417342,Sum of Pairs pathogenic,,,,,
0.768525,JS divergence pathogenic,0.65275,Shannon entropy pathogenic,3.228535,Sum of Pairs pathogenic,,,,,
0.695762083,JS divergence pathogenic,0.498605417,Shannon entropy pathogenic,2.424314375,Sum of Pairs pathogenic,,,,,
0.807056957,JS divergence pathogenic,0.770923478,Shannon entropy pathogenic,4.035288261,Sum of Pairs pathogenic,,,,,
0.21597,JS divergence pathogenic,0.16538,Shannon entropy pathogenic,0,Sum of Pairs pathogenic,,,,,
0.82309,JS divergence pathogenic,0.75604,Shannon entropy pathogenic,4.869636667,Sum of Pairs pathogenic,,,,,
0.777984286,JS divergence pathogenic,0.714266429,Shannon entropy pathogenic,3.762075714,Sum of Pairs pathogenic,,,,,
0.71163,JS divergence pathogenic,0.58032,Shannon entropy pathogenic,2.041825,Sum of Pairs pathogenic,,,,,
0.67291,JS divergence pathogenic,0.15337,Shannon entropy pathogenic,-1.3627,Sum of Pairs pathogenic,,,,,
0.819581,JS divergence pathogenic,0.8060645,Shannon entropy pathogenic,4.684242,Sum of Pairs pathogenic,,,,,
0.797385,JS divergence pathogenic,0.7895425,Shannon entropy pathogenic,3.0966,Sum of Pairs pathogenic,,,,,
0.83098,JS divergence pathogenic,0.83124,Shannon entropy pathogenic,5.94941,Sum of Pairs pathogenic,,,,,
0.7348433333,JS divergence pathogenic,0.7366433333,Shannon entropy pathogenic,4.3210266667,Sum of Pairs pathogenic,,,,,
0.787126,JS divergence pathogenic,0.752984,Shannon entropy pathogenic,4.38976,Sum of Pairs pathogenic,,,,,
0.61719,JS divergence benign,0.3508,Shannon entropy benign,0.625475,Sum of Pairs benign,,,,,
0.64369,JS divergence benign,0.50681,Shannon entropy benign,1.91809,Sum of Pairs benign,,,,,
0.7435122222,JS divergence benign,0.5295455556,Shannon entropy benign,2.6146477778,Sum of Pairs benign,,,,,
0.60654,JS divergence benign,0.42653,Shannon entropy benign,1.59252,Sum of Pairs benign,,,,,
0.68883,JS divergence benign,0.5543433333,Shannon entropy benign,2.4246433333,Sum of Pairs benign,,,,,
0.28504,JS divergence benign,0.18635,Shannon entropy benign,-0.73848,Sum of Pairs benign,,,,,
0.58907,JS divergence benign,0.2951,Shannon entropy benign,-0.9282,Sum of Pairs benign,,,,,
0.564345,JS divergence benign,0.29644,Shannon entropy benign,-0.89836,Sum of Pairs benign,,,,,
0.6631833333,JS divergence benign,0.5105066667,Shannon entropy benign,2.38908,Sum of Pairs benign,,,,,
0.6021,JS divergence benign,0.333795,Shannon entropy benign,0.2953,Sum of Pairs benign,,,,,
0.688604,JS divergence benign,0.514474,Shannon entropy benign,2.69256,Sum of Pairs benign,,,,,
0.73679,JS divergence benign,0.44971,Shannon entropy benign,1.01648,Sum of Pairs benign,,,,,
0.78641,JS divergence benign,0.43255,Shannon entropy benign,2.553735,Sum of Pairs benign,,,,,
0.569155,JS divergence benign,0.24092,Shannon entropy benign,0.375115,Sum of Pairs benign,,,,,
0.75889,JS divergence benign,0.787745,Shannon entropy benign,4.361785,Sum of Pairs benign,,,,,
0.55614,JS divergence benign,0.22313,Shannon entropy benign,-0.54547,Sum of Pairs benign,,,,,
0.797338,JS divergence benign,0.774236,Shannon entropy benign,4.006952,Sum of Pairs benign,,,,,
0.670986667,JS divergence benign,0.498496667,Shannon entropy benign,1.907523333,Sum of Pairs benign,,,,,
0.645008667,JS divergence benign,0.533509333,Shannon entropy benign,2.462289333,Sum of Pairs benign,,,,,
0.47767,JS divergence benign,0.13303,Shannon entropy benign,-0.58682,Sum of Pairs benign,,,,,
0.71758,JS divergence benign,0.499723333,Shannon entropy benign,2.357233333,Sum of Pairs benign,,,,,
0.68425,JS divergence benign,0.42734,Shannon entropy benign,1.50482,Sum of Pairs benign,,,,,
0.516625,JS divergence benign,0.036415,Shannon entropy benign,-0.338775,Sum of Pairs benign,,,,,
0.6988175,JS divergence benign,0.422165,Shannon entropy benign,0.988925,Sum of Pairs benign,,,,,
0.784522308,JS divergence benign,0.68291,Shannon entropy benign,3.386346154,Sum of Pairs benign,,,,,
0.589085714,JS divergence benign,0.287274286,Shannon entropy benign,-0.081614286,Sum of Pairs benign,,,,,
0.757435,JS divergence benign,0.663085,Shannon entropy benign,2.18124,Sum of Pairs benign,,,,,
0.6632,JS divergence benign,0.282043333,Shannon entropy benign,0.75638,Sum of Pairs benign,,,,,
0.69608,JS divergence benign,0.46968,Shannon entropy benign,2.03694,Sum of Pairs benign,,,,,
0.667764,JS divergence benign,0.42643,Shannon entropy benign,0.76707,Sum of Pairs benign,,,,,
0.64894,JS divergence benign,0.44249,Shannon entropy benign,1.37261,Sum of Pairs benign,,,,,
0.7573066667,JS divergence benign,0.6022166667,Shannon entropy benign,3.00774,Sum of Pairs benign,,,,,
0.66887,JS divergence benign,0.26837,Shannon entropy benign,2.45313,Sum of Pairs benign,,,,,
0.6715442857,JS divergence benign,0.4899714286,Shannon entropy benign,1.8221642857,Sum of Pairs benign,,,,,
0.784522308,JS divergence benign,0.68291,Shannon entropy benign,3.386346154,Sum of Pairs benign,,,,,
0.68779,JS divergence benign,0.514146667,Shannon entropy benign,2.329596667,Sum of Pairs benign,,,,,
0.69278,JS divergence benign,0.34007,Shannon entropy benign,1.33247,Sum of Pairs benign,,,,,
0.698615,JS divergence benign,0.4335625,Shannon entropy benign,2.67968,Sum of Pairs benign,,,,,
0.71208,JS divergence benign,0.4352025,Shannon entropy benign,1.1892575,Sum of Pairs benign,,,,,
0.683135,JS divergence benign,0.50341,Shannon entropy benign,1.740145,Sum of Pairs benign,,,,,
0.59524,JS divergence benign,0.237815,Shannon entropy benign,-1.358665,Sum of Pairs benign,,,,,
0.59222,JS divergence benign,0.403666667,Shannon entropy benign,1.336276667,Sum of Pairs benign,,,,,
0.66133,JS divergence benign,0.31399,Shannon entropy benign,1.34496,Sum of Pairs benign,,,,,
0.63608875,JS divergence benign,0.36278,Shannon entropy benign,0.3521,Sum of Pairs benign,,,,,
0.70537,JS divergence benign,0.60659,Shannon entropy benign,2.15096,Sum of Pairs benign,,,,,
0.70523,JS divergence benign,0.48556,Shannon entropy benign,2.00115,Sum of Pairs benign,,,,,
0.67169,JS divergence benign,0.67012,Shannon entropy benign,2.61149,Sum of Pairs benign,,,,,
0.82466,JS divergence benign,0.99997,Shannon entropy benign,4.08333,Sum of Pairs benign,,,,,
0.550815,JS divergence benign,0.26156,Shannon entropy benign,0.202825,Sum of Pairs benign,,,,,
0.871,JS divergence benign,0.90045,Shannon entropy benign,5.52826,Sum of Pairs benign,,,,,
0.63289,JS divergence benign,0.16571,Shannon entropy benign,-1.03204,Sum of Pairs benign,,,,,
0.795036452,JS divergence benign,0.645122581,Shannon entropy benign,3.557258065,Sum of Pairs benign,,,,,
0.732234211,JS divergence benign,0.397064737,Shannon entropy benign,1.081647895,Sum of Pairs benign,,,,,
0.6474,JS divergence benign,0.43692,Shannon entropy benign,1.03824,Sum of Pairs benign,,,,,
0.71482,JS divergence benign,0.557735,Shannon entropy benign,2.475825,Sum of Pairs benign,,,,,
0.831945,JS divergence benign,0.782895,Shannon entropy benign,4.807615,Sum of Pairs benign,,,,,
0.5655,JS divergence benign,0.37124,Shannon entropy benign,1.56506,Sum of Pairs benign,,,,,
0.69411,JS divergence benign,0.18814,Shannon entropy benign,1.50584,Sum of Pairs benign,,,,,
0.60243,JS divergence benign,0.15591,Shannon entropy benign,-0.90588,Sum of Pairs benign,,,,,
0.68602,JS divergence benign,0.43951,Shannon entropy benign,-0.0301,Sum of Pairs benign,,,,,
0.49411,JS divergence benign,0.21722,Shannon entropy benign,0.49768,Sum of Pairs benign,,,,,
0.760443333,JS divergence benign,0.52842,Shannon entropy benign,2.117296667,Sum of Pairs benign,,,,,
0.581335,JS divergence benign,0.25663,Shannon entropy benign,0.604775,Sum of Pairs benign,,,,,
0.798896667,JS divergence benign,0.66307,Shannon entropy benign,3.357466667,Sum of Pairs benign,,,,,
0.49004,JS divergence benign,0.0012,Shannon entropy benign,-0.69524,Sum of Pairs benign,,,,,
0.542483333,JS divergence benign,0.318933333,Shannon entropy benign,0.87181,Sum of Pairs benign,,,,,
0.11973,JS divergence benign,0.10847,Shannon entropy benign,0,Sum of Pairs benign,,,,,
0.74059625,JS divergence benign,0.60036125,Shannon entropy benign,2.8040475,Sum of Pairs benign,,,,,
0.686208571,JS divergence benign,0.451152857,Shannon entropy benign,1.97577,Sum of Pairs benign,,,,,
0.746934,JS divergence benign,0.63362,Shannon entropy benign,3.829264,Sum of Pairs benign,,,,,
0.574305,JS divergence benign,0.364225,Shannon entropy benign,0.617525,Sum of Pairs benign,,,,,
0.5880025,JS divergence benign,0.3147725,Shannon entropy benign,1.409205,Sum of Pairs benign,,,,,
0.70486,JS divergence benign,0.6136575,Shannon entropy benign,2.2590275,Sum of Pairs benign,,,,,
0.71466,JS divergence benign,0.406915,Shannon entropy benign,0.806615,Sum of Pairs benign,,,,,
0.71494,JS divergence benign,0.32762,Shannon entropy benign,-0.752425,Sum of Pairs benign,,,,,
0.7522,JS divergence benign,0.61212,Shannon entropy benign,2.283266667,Sum of Pairs benign,,,,,
0.38532,JS divergence benign,0.17639,Shannon entropy benign,-0.17695,Sum of Pairs benign,,,,,
0.641835,JS divergence benign,0.238805,Shannon entropy benign,0.16384,Sum of Pairs benign,,,,,
0.6461325,JS divergence benign,0.427455,Shannon entropy benign,2.0155925,Sum of Pairs benign,,,,,
0.51661,JS divergence benign,0.29968,Shannon entropy benign,0.19454,Sum of Pairs benign,,,,,
0.52075,JS divergence benign,0.482395,Shannon entropy benign,0.567545,Sum of Pairs benign,,,,,
0.67316,JS divergence benign,0.36413,Shannon entropy benign,-1.11803,Sum of Pairs benign,,,,,
0.669902857,JS divergence benign,0.352047143,Shannon entropy benign,1.099738571,Sum of Pairs benign,,,,,
0.60425,JS divergence benign,0.32324,Shannon entropy benign,-1.000725,Sum of Pairs benign,,,,,
0.7887,JS divergence benign,0.80336,Shannon entropy benign,4.74683,Sum of Pairs benign,,,,,
0.77345,JS divergence benign,0.44046,Shannon entropy benign,2.04879,Sum of Pairs benign,,,,,
0.62116,JS divergence benign,0.34387,Shannon entropy benign,0.90385,Sum of Pairs benign,,,,,
0.73644,JS divergence benign,0.46006,Shannon entropy benign,1.97825,Sum of Pairs benign,,,,,
0.671072,JS divergence benign,0.381276,Shannon entropy benign,0.153912,Sum of Pairs benign,,,,,
0.81242,JS divergence benign,0.99997,Shannon entropy benign,4.5,Sum of Pairs benign,,,,,
0.6961,JS divergence benign,0.522748333,Shannon entropy benign,2.323185,Sum of Pairs benign,,,,,
0.61381,JS divergence benign,0.35124,Shannon entropy benign,0.92599,Sum of Pairs benign,,,,,
0.83074,JS divergence benign,0.90271,Shannon entropy benign,4.75076,Sum of Pairs benign,,,,,
0.68973,JS divergence benign,0.62556,Shannon entropy benign,2.39004,Sum of Pairs benign,,,,,
0.596,JS divergence benign,0.304965,Shannon entropy benign,1.6069,Sum of Pairs benign,,,,,
0.7178433333,JS divergence benign,0.60789,Shannon entropy benign,3.0052766667,Sum of Pairs benign,,,,,
0.75253,JS divergence benign,0.60167,Shannon entropy benign,2.65109,Sum of Pairs benign,,,,,
0.50991,JS divergence benign,0.393445,Shannon entropy benign,1.35593,Sum of Pairs benign,,,,,
0.5333,JS divergence benign,0.13438,Shannon entropy benign,1.0369,Sum of Pairs benign,,,,,
0.73108,JS divergence benign,0.386525,Shannon entropy benign,-1.236225,Sum of Pairs benign,,,,,
0.666208,JS divergence benign,0.46951,Shannon entropy benign,2.176114,Sum of Pairs benign,,,,,
0.69617,JS divergence benign,0.599115,Shannon entropy benign,1.64593,Sum of Pairs benign,,,,,
0.489,JS divergence benign,0.15064,Shannon entropy benign,-1.37308,Sum of Pairs benign,,,,,
0.50427,JS divergence benign,0.11536,Shannon entropy benign,-2.50358,Sum of Pairs benign,,,,,
0.83636,JS divergence benign,0.94923,Shannon entropy benign,5.54391,Sum of Pairs benign,,,,,
0.740695,JS divergence benign,0.720575,Shannon entropy benign,1.97925,Sum of Pairs benign,,,,,
0.6397333333,JS divergence benign,0.417436667,Shannon entropy benign,1.175698333,Sum of Pairs benign,,,,,
0.661926667,JS divergence benign,0.291186667,Shannon entropy benign,-0.22954,Sum of Pairs benign,,,,,
0.626726667,JS divergence benign,0.35553,Shannon entropy benign,1.447396667,Sum of Pairs benign,,,,,
0.6363533333,JS divergence benign,0.55806,Shannon entropy benign,2.24258,Sum of Pairs benign,,,,,
0.736893333,JS divergence benign,0.580338889,Shannon entropy benign,2.741612222,Sum of Pairs benign,,,,,
0.7444,JS divergence benign,0.472945,Shannon entropy benign,2.64405,Sum of Pairs benign,,,,,
0.78263,JS divergence benign,0.78362,Shannon entropy benign,4.21601,Sum of Pairs benign,,,,,
0.40405,JS divergence benign,0.21194,Shannon entropy benign,1.39929,Sum of Pairs benign,,,,,
0.74296,JS divergence benign,0.387925,Shannon entropy benign,1.92568,Sum of Pairs benign,,,,,
0.59067,JS divergence benign,0.29212,Shannon entropy benign,0.74995,Sum of Pairs benign,,,,,
0.724345,JS divergence benign,0.44831,Shannon entropy benign,1.44278,Sum of Pairs benign,,,,,
0.575755,JS divergence benign,0.28474,Shannon entropy benign,-0.456605,Sum of Pairs benign,,,,,
0.70022,JS divergence benign,0.5509,Shannon entropy benign,2.58681,Sum of Pairs benign,,,,,
0.7641,JS divergence benign,0.51125,Shannon entropy benign,-0.07815,Sum of Pairs benign,,,,,
0.7327,JS divergence benign,0.438775,Shannon entropy benign,0.69258,Sum of Pairs benign,,,,,
0.7438166667,JS divergence benign,0.6019733333,Shannon entropy benign,1.6758466667,Sum of Pairs benign,,,,,
0.67405,JS divergence benign,0.486995,Shannon entropy benign,2.093105,Sum of Pairs benign,,,,,
0.7207,JS divergence benign,0.64998,Shannon entropy benign,2.98674,Sum of Pairs benign,,,,,
0.64262,JS divergence benign,0.51315,Shannon entropy benign,1.88874,Sum of Pairs benign,,,,,
0.46949,JS divergence benign,0.2903366667,Shannon entropy benign,0.4756575,Sum of Pairs benign,,,,,
0.76749,JS divergence benign,0.70217,Shannon entropy benign,4.1531,Sum of Pairs benign,,,,,
0.44823,JS divergence benign,0.340166,Shannon entropy benign,0.550538,Sum of Pairs benign,,,,,
0.657103333,JS divergence benign,0.44694,Shannon entropy benign,1.268593333,Sum of Pairs benign,,,,,
0.718203333,JS divergence benign,0.49774,Shannon entropy benign,2.290736667,Sum of Pairs benign,,,,,
0.700355,JS divergence benign,0.56422,Shannon entropy benign,2.302225,Sum of Pairs benign,,,,,
0.623646667,JS divergence benign,0.369403333,Shannon entropy benign,1.196693333,Sum of Pairs benign,,,,,
0.6543585714,JS divergence benign,0.3455514286,Shannon entropy benign,1.27147,Sum of Pairs benign,,,,,
0.734055,JS divergence benign,0.674875,Shannon entropy benign,4.0156666667,Sum of Pairs benign,,,,,
0.70777,JS divergence benign,0.58134,Shannon entropy benign,2.23128,Sum of Pairs benign,,,,,
0.5516066667,JS divergence benign,0.2200566667,Shannon entropy benign,-0.1769733333,Sum of Pairs benign,,,,,
0.523035714,JS divergence benign,0.268162857,Shannon entropy benign,0.912801429,Sum of Pairs benign,,,,,
0.672443333,JS divergence benign,0.369466667,Shannon entropy benign,0.681053333,Sum of Pairs benign,,,,,
0.696995,JS divergence benign,0.58152,Shannon entropy benign,2.238675,Sum of Pairs benign,,,,,
0.7727,JS divergence benign,0.72024,Shannon entropy benign,3.3736825,Sum of Pairs benign,,,,,
0.70292,JS divergence benign,0.52697,Shannon entropy benign,2.566183333,Sum of Pairs benign,,,,,
0.7449275,JS divergence benign,0.4949,Shannon entropy benign,0.2410875,Sum of Pairs benign,,,,,
0.75787,JS divergence benign,0.31863,Shannon entropy benign,-1.3651,Sum of Pairs benign,,,,,
0.636095,JS divergence benign,0.39716,Shannon entropy benign,1.459995,Sum of Pairs benign,,,,,
0.77114,JS divergence benign,0.624223333,Shannon entropy benign,2.628506667,Sum of Pairs benign,,,,,
0.67723,JS divergence benign,0.57814,Shannon entropy benign,2.86649,Sum of Pairs benign,,,,,
2.78284,JS divergence benign,0.579815,Shannon entropy benign,2.78284,Sum of Pairs benign,,,,,
0.7489116667,JS divergence benign,0.4477133333,Shannon entropy benign,2.05452,Sum of Pairs benign,,,,,
0.57847,JS divergence benign,0.28138,Shannon entropy benign,1.63798,Sum of Pairs benign,,,,,
0.5018,JS divergence benign,0.24984,Shannon entropy benign,2.76822,Sum of Pairs benign,,,,,
0.56485,JS divergence benign,0.26007,Shannon entropy benign,-0.04524,Sum of Pairs benign,,,,,
0.64299,JS divergence benign,0.37406,Shannon entropy benign,1.51076,Sum of Pairs benign,,,,,
0.545988333,JS divergence benign,0.319701667,Shannon entropy benign,0.067491667,Sum of Pairs benign,,,,,
0.49834,JS divergence benign,0.20767,Shannon entropy benign,2.34462,Sum of Pairs benign,,,,,
0.598405,JS divergence benign,0.20768,Shannon entropy benign,-0.859115,Sum of Pairs benign,,,,,
0.7457,JS divergence benign,0.69453,Shannon entropy benign,2.91477,Sum of Pairs benign,,,,,
0.49816,JS divergence benign,0.2399375,Shannon entropy benign,0.5520525,Sum of Pairs benign,,,,,
0.76486125,JS divergence benign,0.56913125,Shannon entropy benign,2.0951,Sum of Pairs benign,,,,,
0.75851,JS divergence benign,0.66243,Shannon entropy benign,3.726045,Sum of Pairs benign,,,,,
0.772874,JS divergence benign,0.579056,Shannon entropy benign,2.633684,Sum of Pairs benign,,,,,
0.85351,JS divergence benign,0.876885,Shannon entropy benign,5.81775,Sum of Pairs benign,,,,,
